age,age_group,bmi,bmi_category,calories,duration,heart_rate,height,weight,Intensity Index,Calorie per kg,Gender,Gender Numeric,scaled_intensity_index,Age group 10 year,Intensity Level,duration_bin,heart_rate_bin
37,36-41,31.99217133,Obese,134.2352759,48,85,163,85,37.61574139,1.579238539,Male,0,2.705172239,35-44,Low,41-50 min,Moderate (80-99 bpm)
41,36-41,38.22222222,Obese,164.4725735,38,89,150,86,31.36337775,1.912471785,Male,0,2.41796489,35-44,Low,31-40 min,Moderate (80-99 bpm)
26,24-29,20.28650791,Normal,961.0,37,155,179,65,46.23704819,14.78461538,Female,1,3.101198896,25-34,Low,31-40 min,Very High (120+ bpm)
57,54-59,31.09789075,Obese,57.72575003,59,81,172,92,45.8385577,0.627453805,Female,1,3.082893916,55-64,Low,51-60 min,Moderate (80-99 bpm)
22,18-23,25.43646664,Overweight,386.0,65,113,186,88,68.90220751,4.386363636,Male,0,4.142341207,15-24,Moderate,61-70 min,High (100-119 bpm)
28,24-29,23.35563691,Normal,729.0,87,87,178,74,65.11099995,9.851351351,Female,1,3.96818904,25-34,Low,81-90 min,Moderate (80-99 bpm)
39,36-41,15.41077692,Underweight,32.1641913,83,94,194,58,59.41826177,0.554555022,Male,0,3.706688536,35-44,Low,81-90 min,Moderate (80-99 bpm)
49,48-53,28.96473469,Overweight,513.0,14,86,183,97,11.85802479,5.288659794,Male,0,1.521970825,45-54,Very Low,11-20 min,Moderate (80-99 bpm)
33,30-35,22.99168975,Normal,486.0,76,104,190,83,72.00886701,5.855421687,Female,1,4.285048108,25-34,Moderate,71-80 min,High (100-119 bpm)
28,24-29,32.47389491,Obese,185.0889128,43,85,189,116,39.36555474,1.595594076,Female,1,2.785551322,25-34,Low,41-50 min,Moderate (80-99 bpm)
45,42-47,37.46367424,Obese,190.5866033,45,127,169,107,59.11641967,1.781183208,Female,1,3.692823177,45-54,Low,41-50 min,Very High (120+ bpm)
19,18-23,34.08065756,Obese,279.9240735,85,113,173,102,97.00574493,2.744353662,Male,0,5.433299786,15-24,Moderate,81-90 min,High (100-119 bpm)
28,24-29,21.77843524,Normal,158.0,75,97,156,53,52.96279944,2.981132075,Male,0,3.410151686,25-34,Low,71-80 min,Moderate (80-99 bpm)
44,42-47,26.40235457,Overweight,624.0,92,98,152,61,70.41721108,10.2295082,Female,1,4.211934113,35-44,Moderate,91-100 min,Moderate (80-99 bpm)
32,30-35,24.61810377,Normal,498.0,49,156,178,78,67.50998006,6.384615385,Female,1,4.07838812,25-34,Moderate,41-50 min,Very High (120+ bpm)
38,36-41,19.70796381,Normal,133.0,35,108,183,66,30.70886517,2.015151515,Female,1,2.387899329,35-44,Low,31-40 min,High (100-119 bpm)
32,30-35,29.04657027,Overweight,577.0,30,112,177,91,32.05235717,6.340659341,Female,1,2.449613714,25-34,Low,21-30 min,High (100-119 bpm)
58,54-59,22.4996371,Normal,746.0,29,119,166,62,27.17320117,12.03225806,Female,1,2.225485761,55-64,Low,21-30 min,High (100-119 bpm)
54,54-59,21.21158557,Normal,670.0,94,131,199,84,112.8596742,7.976190476,Male,0,6.161562769,45-54,High,91-100 min,Very High (120+ bpm)
34,30-35,27.19178983,Overweight,173.0,56,139,151,62,61.29127729,2.790322581,Female,1,3.79272701,25-34,Low,51-60 min,Very High (120+ bpm)
49,48-53,19.10009183,Normal,454.0,29,148,165,52,30.95005215,8.730769231,Male,0,2.398978447,45-54,Low,21-30 min,Very High (120+ bpm)
33,30-35,35.05563176,Obese,186.4633354,119,89,162,92,101.5853033,2.026775385,Female,1,5.64366548,25-34,Moderate,111-120 min,Moderate (80-99 bpm)
51,48-53,20.74755019,Normal,542.0,45,114,177,65,41.35938225,8.338461538,Male,0,2.877139391,45-54,Low,41-50 min,High (100-119 bpm)
28,24-29,22.65625,Normal,561.0,107,141,160,58,114.8991688,9.672413793,Male,0,6.255248593,25-34,High,101-110 min,Very High (120+ bpm)
46,42-47,17.70095793,Underweight,86.87337649,69,139,196,68,79.08941211,1.277549654,Female,1,4.610298638,45-54,Moderate,61-70 min,Very High (120+ bpm)
58,54-59,26.42356982,Overweight,840.0,33,138,174,80,40.73221428,10.5,Female,1,2.848329926,55-64,Low,31-40 min,Very High (120+ bpm)
53,48-53,18.67192636,Normal,549.0,34,89,195,71,25.49752921,7.732394366,Male,0,2.148512423,45-54,Low,31-40 min,Moderate (80-99 bpm)
22,18-23,15.55963677,Underweight,226.3517388,74,111,198,61,64.15339084,3.710684242,Female,1,3.924200496,15-24,Low,71-80 min,High (100-119 bpm)
21,18-23,16.7276859,Underweight,213.1253423,98,113,178,53,80.61993691,4.021232874,Female,1,4.680604525,15-24,Moderate,91-100 min,High (100-119 bpm)
34,30-35,36.61153895,Obese,58.1838909,73,156,178,116,122.6525136,0.501585266,Female,1,6.611404718,25-34,High,71-80 min,Very High (120+ bpm)
20,18-23,35.79604579,Obese,120.0329088,27,132,155,86,33.05117632,1.395731498,Male,0,2.495495274,15-24,Low,21-30 min,Very High (120+ bpm)
33,30-35,25.07619305,Overweight,431.0,67,91,161,65,49.15558549,6.630769231,Male,0,3.235264253,25-34,Low,61-70 min,Moderate (80-99 bpm)
24,24-29,25.43268596,Overweight,793.0,49,101,174,77,43.42729875,10.2987013,Female,1,2.972130798,15-24,Low,41-50 min,High (100-119 bpm)
46,42-47,15.78947368,Underweight,193.8869475,29,148,190,57,32.4038894,3.401525395,Male,0,2.465761629,45-54,Low,21-30 min,Very High (120+ bpm)
32,30-35,28.62879239,Overweight,417.0,67,140,164,77,82.30916595,5.415584416,Female,1,4.758200618,25-34,Moderate,61-70 min,Very High (120+ bpm)
39,36-41,25.6311675,Overweight,498.0,17,101,153,60,13.29982481,8.3,Female,1,1.588201068,35-44,Very Low,11-20 min,High (100-119 bpm)
20,18-23,17.42674858,Underweight,196.5923468,81,130,184,59,80.88246473,3.332073675,Female,1,4.692663951,15-24,Moderate,81-90 min,Very High (120+ bpm)
40,36-41,32.11195241,Obese,247.3960715,34,155,172,95,51.3656062,2.604169174,Male,0,3.336783331,35-44,Low,31-40 min,Very High (120+ bpm)
20,18-23,20.98765432,Normal,194.0,93,141,180,68,108.1325681,2.852941176,Female,1,5.944419351,15-24,Moderate,91-100 min,Very High (120+ bpm)
32,30-35,22.09680791,Normal,585.0,42,84,183,74,30.34900354,7.905405405,Male,0,2.371368796,25-34,Low,41-50 min,Moderate (80-99 bpm)
27,24-29,39.47195298,Obese,215.7843513,103,84,151,90,82.08007895,2.397603903,Male,0,4.747677323,25-34,Moderate,101-110 min,Moderate (80-99 bpm)
54,54-59,22.30547056,Normal,541.0,53,107,187,78,50.08491587,6.935897436,Female,1,3.277953791,45-54,Low,51-60 min,High (100-119 bpm)
26,24-29,30.40529253,Obese,354.6010359,54,147,173,91,75.72369381,3.89671468,Female,1,4.455691662,25-34,Moderate,51-60 min,Very High (120+ bpm)
30,30-35,40.83044983,Obese,218.0750557,101,137,170,118,150.3082937,1.848093692,Male,0,7.881795205,25-34,High,101-110 min,Very High (120+ bpm)
46,42-47,39.80063824,Obese,392.6267284,85,90,167,111,80.59775121,3.537177733,Female,1,4.679585407,45-54,Moderate,81-90 min,Moderate (80-99 bpm)
41,36-41,22.16066482,Normal,402.0,59,105,190,80,55.40976448,5.025,Male,0,3.522554992,35-44,Low,51-60 min,High (100-119 bpm)
22,18-23,40.64887651,Obese,104.91426,52,117,163,108,63.22678268,0.971428333,Male,0,3.881636005,15-24,Low,51-60 min,High (100-119 bpm)
58,54-59,39.5421436,Obese,366.9708395,40,107,155,95,41.7162798,3.862850942,Male,0,2.893533767,55-64,Low,31-40 min,High (100-119 bpm)
35,30-35,19.75308642,Normal,889.0,64,98,180,64,50.176,13.890625,Male,0,3.282137814,35-44,Low,61-70 min,Moderate (80-99 bpm)
24,24-29,22.34778209,Normal,251.0,102,81,154,53,60.14826791,4.735849057,Male,0,3.740221955,15-24,Low,101-110 min,Moderate (80-99 bpm)
55,54-59,25.76298058,Overweight,232.0,44,145,174,78,56.34663433,2.974358974,Male,0,3.565590861,55-64,Low,41-50 min,Very High (120+ bpm)
21,18-23,32.05030371,Obese,226.7797322,20,165,181,105,33.81493753,2.159806974,Female,1,2.530579259,15-24,Low,11-20 min,Very High (120+ bpm)
28,24-29,21.87242282,Normal,513.0,104,87,167,61,70.66713907,8.409836066,Female,1,4.223414756,25-34,Moderate,101-110 min,Moderate (80-99 bpm)
36,36-41,29.16869227,Overweight,132.0,69,140,187,102,97.5612177,1.294117647,Male,0,5.458815874,35-44,Moderate,61-70 min,Very High (120+ bpm)
32,30-35,34.35064077,Obese,258.8495934,52,132,174,104,69.99933988,2.488938398,Male,0,4.192738864,25-34,Moderate,51-60 min,Very High (120+ bpm)
20,18-23,21.0498179,Normal,297.0,11,155,173,63,13.53301796,4.714285714,Male,0,1.598912982,15-24,Very Low,11-20 min,Very High (120+ bpm)
25,24-29,36.41975309,Obese,84.29792067,60,160,180,118,104.2826927,0.714389158,Female,1,5.76757223,25-34,Moderate,51-60 min,Very High (120+ bpm)
36,36-41,27.39800347,Overweight,377.0,73,82,192,101,60.15855547,3.732673267,Male,0,3.740694523,35-44,Low,71-80 min,Moderate (80-99 bpm)
40,36-41,41.66483926,Obese,58.1838909,11,86,151,95,9.22046745,0.612462009,Female,1,1.400812509,35-44,Very Low,11-20 min,Moderate (80-99 bpm)
57,54-59,27.71478962,Overweight,989.0,89,99,189,99,87.66834308,9.98989899,Female,1,5.004378727,55-64,Moderate,81-90 min,Moderate (80-99 bpm)
39,36-41,25.6543724,Overweight,360.0,13,127,164,69,13.714236,5.217391304,Female,1,1.607237379,35-44,Very Low,11-20 min,Very High (120+ bpm)
19,18-23,37.22299169,Obese,397.2081371,23,87,152,86,18.55651061,4.618699268,Female,1,1.829671155,15-24,Very Low,21-30 min,Moderate (80-99 bpm)
28,24-29,18.82716049,Normal,731.0,108,93,180,61,78.44614774,11.98360656,Male,0,4.580749772,25-34,Moderate,101-110 min,Moderate (80-99 bpm)
50,48-53,19.43301326,Normal,903.0,119,101,162,51,85.83282828,17.70588235,Female,1,4.920062879,45-54,Moderate,111-120 min,High (100-119 bpm)
30,30-35,25.94548396,Overweight,661.0,61,136,181,85,76.48534082,7.776470588,Female,1,4.49067853,25-34,Moderate,61-70 min,Very High (120+ bpm)
49,48-53,28.99789384,Overweight,742.0,63,146,181,95,89.65101438,7.810526316,Female,1,5.095454327,45-54,Moderate,61-70 min,Very High (120+ bpm)
42,42-47,19.62323391,Normal,739.0,23,129,182,65,23.92071874,11.36923077,Male,0,2.076080367,35-44,Low,21-30 min,Very High (120+ bpm)
55,54-59,41.77801197,Obese,163.5562917,41,134,163,111,57.88288172,1.473480106,Female,1,3.63615962,55-64,Low,41-50 min,Very High (120+ bpm)
32,30-35,24.16172246,Normal,952.0,79,151,193,90,113.1684306,10.57777778,Male,0,6.175745743,25-34,High,71-80 min,Very High (120+ bpm)
28,24-29,22.67995241,Normal,739.0,119,111,164,61,103.165588,12.1147541,Male,0,5.716257128,25-34,Moderate,111-120 min,High (100-119 bpm)
31,30-35,33.67202268,Obese,391.7104466,82,85,184,114,74.41923542,3.436056549,Male,0,4.395770318,25-34,Moderate,81-90 min,Moderate (80-99 bpm)
40,36-41,16.42330317,Underweight,71.54278064,85,147,183,55,92.6654001,1.30077783,Male,0,5.233922558,35-44,Moderate,81-90 min,Very High (120+ bpm)
42,42-47,21.77843524,Normal,632.0,84,104,156,53,63.59903999,11.9245283,Male,0,3.898735944,35-44,Low,81-90 min,High (100-119 bpm)
25,24-29,22.23098713,Normal,715.0,96,136,167,62,102.8030468,11.53225806,Male,0,5.699603507,25-34,Moderate,91-100 min,Very High (120+ bpm)
45,42-47,18.49924847,Underweight,168.3359545,42,87,186,64,29.232,2.630249288,Male,0,2.32005834,45-54,Low,41-50 min,Moderate (80-99 bpm)
27,24-29,20.09843078,Normal,867.0,25,98,197,78,21.63781412,11.11538462,Male,0,1.971213308,25-34,Very Low,21-30 min,Moderate (80-99 bpm)
19,18-23,18.03705326,Underweight,223.9469394,18,114,197,70,17.16826374,3.199241992,Male,0,1.765900919,15-24,Very Low,11-20 min,High (100-119 bpm)
54,54-59,34.74890574,Obese,381.6313474,47,126,173,104,60.39278712,3.669532187,Male,0,3.751454142,45-54,Low,41-50 min,Very High (120+ bpm)
29,24-29,31.89981096,Obese,103.9979782,86,103,184,108,92.05503632,0.962944243,Female,1,5.205885007,25-34,Moderate,81-90 min,High (100-119 bpm)
20,18-23,35.01992513,Obese,116.3677818,118,134,182,116,170.3004519,1.003170533,Female,1,8.80015106,15-24,Very High,111-120 min,Very High (120+ bpm)
47,42-47,42.43663439,Obese,409.5779407,82,138,161,110,118.6832093,3.723435824,Male,0,6.429071535,45-54,High,81-90 min,Very High (120+ bpm)
37,36-41,19.13061962,Normal,733.0,89,89,194,72,67.21191377,10.18055556,Female,1,4.064696205,35-44,Moderate,81-90 min,Moderate (80-99 bpm)
40,36-41,21.17130905,Normal,760.0,82,110,198,83,82.17611088,9.156626506,Female,1,4.752088627,35-44,Moderate,81-90 min,High (100-119 bpm)
28,24-29,37.25364525,Obese,364.6801351,34,97,158,93,31.80476021,3.921291775,Female,1,2.438240148,25-34,Low,31-40 min,Moderate (80-99 bpm)
24,24-29,19.15158479,Normal,936.0,23,113,177,60,20.13176743,15.6,Male,0,1.902031843,15-24,Very Low,21-30 min,High (100-119 bpm)
36,36-41,25.5588462,Overweight,523.0,40,94,157,63,29.84407479,8.301587302,Female,1,2.348174488,35-44,Low,31-40 min,Moderate (80-99 bpm)
56,54-59,23.14049587,Normal,639.0,96,151,165,63,115.058433,10.14285714,Female,1,6.262564522,55-64,High,91-100 min,Very High (120+ bpm)
52,48-53,25.390625,Overweight,647.0,44,110,160,65,39.0213275,9.953846154,Male,0,2.769738967,45-54,Low,41-50 min,High (100-119 bpm)
42,42-47,28.73467206,Overweight,641.0,19,161,173,86,28.36799898,7.453488372,Female,1,2.280369759,35-44,Low,11-20 min,Very High (120+ bpm)
52,48-53,24.48565201,Normal,984.0,95,103,183,82,88.60694358,12.0,Male,0,5.047494095,45-54,Moderate,91-100 min,High (100-119 bpm)
29,24-29,28.55463173,Overweight,945.0,63,109,189,102,69.35330041,9.264705882,Male,0,4.163062522,25-34,Moderate,61-70 min,High (100-119 bpm)
49,48-53,34.76990504,Obese,320.2404704,108,154,185,119,181.4336999,2.69109639,Male,0,9.311565755,45-54,Very High,101-110 min,Very High (120+ bpm)
23,18-23,19.460881,Normal,632.0,19,85,195,74,13.89275531,8.540540541,Female,1,1.615437807,15-24,Very Low,11-20 min,Moderate (80-99 bpm)
21,18-23,24.9107674,Normal,861.0,71,158,164,67,91.82328739,12.85074627,Male,0,5.195239433,15-24,Moderate,71-80 min,Very High (120+ bpm)
55,54-59,21.61281179,Normal,457.0,53,148,168,61,61.26359846,7.491803279,Female,1,3.79145556,55-64,Low,51-60 min,Very High (120+ bpm)
55,54-59,41.66505922,Obese,194.2517302,100,136,161,108,141.3353459,1.798627132,Male,0,7.469615636,55-64,High,91-100 min,Very High (120+ bpm)
35,30-35,27.46481071,Overweight,737.0,14,138,179,88,18.1237665,8.375,Male,0,1.809792706,35-44,Very Low,11-20 min,Very High (120+ bpm)
24,24-29,31.55555556,Obese,389.4197422,30,154,150,71,38.92881195,5.484785102,Female,1,2.765489191,15-24,Low,21-30 min,Very High (120+ bpm)
18,18-23,19.53125,Normal,127.0,31,139,192,72,36.56307744,1.763888889,Female,1,2.656817275,15-24,Low,31-40 min,Very High (120+ bpm)
45,42-47,33.46222487,Obese,112.2445139,53,130,164,90,65.36427924,1.247161266,Male,0,3.979823628,45-54,Low,51-60 min,Very High (120+ bpm)
19,18-23,28.78210575,Overweight,852.0,72,111,191,105,81.89363052,8.114285714,Female,1,4.739112664,15-24,Moderate,71-80 min,High (100-119 bpm)
38,36-41,32.86137369,Obese,164.9307144,73,135,157,81,88.695,2.036181659,Male,0,5.051539038,35-44,Moderate,71-80 min,Very High (120+ bpm)
50,48-53,42.82188997,Obese,390.7941649,99,119,166,118,127.974417,3.311814956,Male,0,6.855870628,45-54,High,91-100 min,High (100-119 bpm)
38,36-41,29.99094613,Overweight,304.0,31,157,188,106,50.1088319,2.867924528,Female,1,3.279052393,35-44,Low,31-40 min,Very High (120+ bpm)
52,48-53,36.72839506,Obese,281.2984962,32,118,180,119,41.19129694,2.363852909,Male,0,2.869418257,45-54,Low,31-40 min,High (100-119 bpm)
40,36-41,26.39797739,Overweight,601.0,118,146,164,71,145.1657083,8.464788732,Male,0,7.645566411,35-44,High,111-120 min,Very High (120+ bpm)
44,42-47,19.66230767,Normal,823.0,15,110,179,63,13.09646899,13.06349206,Female,1,1.578859755,35-44,Very Low,11-20 min,High (100-119 bpm)
33,30-35,22.22906193,Normal,382.0,22,90,171,65,15.96327034,5.876923077,Male,0,1.710548579,25-34,Very Low,21-30 min,Moderate (80-99 bpm)
55,54-59,21.46915048,Normal,939.0,42,126,174,65,42.665468,14.44615385,Female,1,2.93713549,55-64,Low,41-50 min,Very High (120+ bpm)
35,30-35,15.90868917,Underweight,159.9191567,66,126,199,63,66.00620371,2.538399313,Female,1,4.009310944,35-44,Moderate,61-70 min,Very High (120+ bpm)
25,24-29,24.68532986,Normal,478.0,119,134,192,91,152.1151451,5.252747253,Male,0,7.964794376,25-34,High,111-120 min,Very High (120+ bpm)
31,30-35,31.61866298,Obese,345.4382184,94,111,194,119,113.8215022,2.902842172,Male,0,6.205745111,25-34,High,91-100 min,High (100-119 bpm)
31,30-35,20.51913409,Normal,330.0,37,133,171,60,38.11790209,5.5,Male,0,2.728239395,25-34,Low,31-40 min,Very High (120+ bpm)
25,24-29,36.36363636,Obese,90.25375203,115,126,165,99,144.1736796,0.911654061,Male,0,7.599996775,25-34,High,111-120 min,Very High (120+ bpm)
19,18-23,42.60789715,Obese,105.3724008,80,156,165,116,134.4137136,0.908382766,Male,0,7.151664893,15-24,High,71-80 min,Very High (120+ bpm)
41,36-41,25.77319588,Overweight,173.0,94,131,194,97,121.278835,1.783505155,Female,1,6.548303687,35-44,High,91-100 min,Very High (120+ bpm)
58,54-59,36.41975309,Obese,275.8008057,28,95,180,118,28.89499611,2.337294963,Male,0,2.304577796,55-64,Low,21-30 min,Moderate (80-99 bpm)
27,24-29,30.8012487,Obese,432.4849843,63,109,155,74,59.07216761,5.84439168,Male,0,3.690790423,25-34,Low,61-70 min,High (100-119 bpm)
36,36-41,35.75595619,Obese,334.9009783,55,97,163,95,51.99914783,3.525273456,Male,0,3.365885575,35-44,Low,51-60 min,Moderate (80-99 bpm)
41,36-41,17.18034152,Underweight,63.12598292,79,117,196,66,75.09048697,0.956454287,Female,1,4.426604797,35-44,Moderate,71-80 min,High (100-119 bpm)
41,36-41,33.60116874,Obese,91.17003377,106,142,185,115,161.4147173,0.792782902,Female,1,8.391977699,35-44,Very High,101-110 min,Very High (120+ bpm)
56,54-59,28.125,Overweight,703.0,56,119,160,72,56.54591508,9.763888889,Male,0,3.574744983,55-64,Low,51-60 min,High (100-119 bpm)
32,30-35,28.02482199,Overweight,316.0,96,91,187,98,86.48198777,3.224489796,Male,0,4.949882542,25-34,Moderate,91-100 min,Moderate (80-99 bpm)
41,36-41,26.59574468,Overweight,194.0,18,132,188,94,23.03617468,2.063829787,Female,1,2.035448124,35-44,Low,11-20 min,Very High (120+ bpm)
55,54-59,15.82609215,Underweight,160.8209565,63,143,183,53,65.58650999,3.03435767,Female,1,3.990031976,55-64,Low,61-70 min,Very High (120+ bpm)
41,36-41,31.79737398,Obese,221.7401826,30,121,191,116,39.0962965,1.911553299,Female,1,2.773182728,35-44,Low,21-30 min,Very High (120+ bpm)
39,36-41,29.88769472,Overweight,372.0,17,161,182,99,27.23280615,3.757575758,Female,1,2.228223764,35-44,Low,11-20 min,Very High (120+ bpm)
55,54-59,32.01613964,Obese,342.6893732,67,120,151,73,68.69379011,4.694374975,Male,0,4.132767386,55-64,Moderate,61-70 min,Very High (120+ bpm)
35,30-35,28.8827247,Overweight,133.0,85,145,187,101,123.864717,1.316831683,Female,1,6.667088255,35-44,High,81-90 min,Very High (120+ bpm)
44,42-47,33.79247016,Obese,219.9076191,95,142,165,92,129.3915345,2.390300208,Male,0,6.920967059,35-44,High,91-100 min,Very High (120+ bpm)
49,48-53,28.71047932,Overweight,161.0,111,84,169,82,84.43241103,1.963414634,Female,1,4.855733587,45-54,Moderate,111-120 min,Moderate (80-99 bpm)
22,18-23,21.67125803,Normal,382.0,37,83,165,59,23.58879859,6.474576271,Female,1,2.060833348,15-24,Low,31-40 min,Moderate (80-99 bpm)
25,24-29,23.20054323,Normal,594.0,40,155,188,82,56.14338786,7.243902439,Female,1,3.556254571,25-34,Low,31-40 min,Very High (120+ bpm)
31,30-35,30.83653053,Obese,136.9841211,73,143,167,86,96.80730347,1.592838617,Female,1,5.424184218,25-34,Moderate,71-80 min,Very High (120+ bpm)
31,30-35,38.19632234,Obese,308.7869486,85,115,172,113,103.9096753,2.732627863,Female,1,5.750437376,25-34,Moderate,81-90 min,High (100-119 bpm)
24,24-29,30.12048193,Obese,191.9610259,84,124,166,83,94.89427616,2.312783444,Female,1,5.336307771,15-24,Moderate,81-90 min,Very High (120+ bpm)
35,30-35,23.38186842,Normal,530.0,23,139,194,88,29.99051837,6.022727273,Male,0,2.354901491,35-44,Low,21-30 min,Very High (120+ bpm)
37,36-41,40.47900152,Obese,172.7191092,48,123,154,96,57.84714977,1.799157388,Female,1,3.634518244,35-44,Low,41-50 min,Very High (120+ bpm)
47,42-47,32.91201288,Obese,404.0802502,93,148,169,94,133.4469311,4.298726066,Male,0,7.107254962,45-54,High,91-100 min,Very High (120+ bpm)
34,30-35,24.63536855,Normal,521.0,47,134,189,88,59.08047691,5.920454545,Female,1,3.691172117,25-34,Low,41-50 min,Very High (120+ bpm)
25,24-29,29.42507922,Overweight,772.0,20,91,188,104,18.56043103,7.423076923,Female,1,1.829851243,25-34,Very Low,11-20 min,Moderate (80-99 bpm)
39,36-41,18.55677322,Normal,115.0,21,145,169,53,22.16793461,2.169811321,Female,1,1.995564819,35-44,Very Low,21-30 min,Very High (120+ bpm)
33,30-35,39.8199446,Obese,135.1515576,14,91,152,92,12.21977872,1.46903867,Male,0,1.538588283,25-34,Very Low,11-20 min,Moderate (80-99 bpm)
43,42-47,41.38098909,Obese,355.9754585,58,102,157,102,59.74867122,3.489955475,Male,0,3.72186616,35-44,Low,51-60 min,High (100-119 bpm)
18,18-23,34.11235303,Obese,179.5912223,49,90,166,94,42.75653634,1.910544918,Female,1,2.941318787,15-24,Low,41-50 min,Moderate (80-99 bpm)
52,48-53,29.88769472,Overweight,725.0,35,119,182,99,41.44122676,7.323232323,Male,0,2.880898985,45-54,Low,31-40 min,High (100-119 bpm)
53,48-53,30.11099051,Obese,228.6122957,84,88,169,86,68.55058792,2.658282509,Male,0,4.126189278,45-54,Moderate,81-90 min,Moderate (80-99 bpm)
23,18-23,30.59853013,Obese,419.6570399,51,160,187,107,84.40769633,3.92202841,Male,0,4.854598298,15-24,Moderate,51-60 min,Very High (120+ bpm)
49,48-53,35.01277966,Obese,364.2219942,111,112,169,100,124.32,3.642219942,Female,1,6.688002046,45-54,High,111-120 min,High (100-119 bpm)
51,48-53,30.79421069,Obese,106.2886826,64,120,189,110,80.54851954,0.966260751,Male,0,4.67732391,45-54,Moderate,61-70 min,Very High (120+ bpm)
18,18-23,31.52325868,Obese,285.421764,28,143,191,115,42.9381164,2.481928383,Male,0,2.949659813,15-24,Low,21-30 min,Very High (120+ bpm)
36,36-41,38.29344433,Obese,197.9168572,24,131,155,92,30.15618862,2.151270187,Female,1,2.362511687,35-44,Low,21-30 min,Very High (120+ bpm)
55,54-59,25.5095332,Overweight,786.0,48,119,195,97,56.25667576,8.103092784,Male,0,3.561458542,55-64,Low,41-50 min,High (100-119 bpm)
24,24-29,21.30394858,Normal,572.0,39,119,165,58,35.34480298,9.862068966,Male,0,2.600854858,15-24,Low,31-40 min,High (100-119 bpm)
33,30-35,18.75647378,Normal,599.0,60,127,189,67,62.37238812,8.940298507,Male,0,3.842388705,25-34,Low,51-60 min,Very High (120+ bpm)
43,42-47,33.19608031,Obese,348.6452045,66,146,177,104,98.26830407,3.352357736,Male,0,5.491296455,35-44,Moderate,61-70 min,Very High (120+ bpm)
30,30-35,28.85921231,Overweight,280.0,39,80,188,102,31.51045541,2.745098039,Female,1,2.424721021,25-34,Low,31-40 min,Moderate (80-99 bpm)
37,36-41,42.97520661,Obese,276.2589466,90,133,165,117,129.4753463,2.361187577,Female,1,6.924817022,35-44,High,81-90 min,Very High (120+ bpm)
48,48-53,31.48148148,Obese,261.5984386,87,110,180,102,96.65226226,2.564690575,Male,0,5.417062275,45-54,Moderate,81-90 min,High (100-119 bpm)
30,30-35,39.247066,Obese,104.91426,55,160,162,103,89.31024577,1.018585048,Female,1,5.079800847,25-34,Moderate,51-60 min,Very High (120+ bpm)
44,42-47,21.2962963,Normal,199.0,70,114,180,69,66.28685843,2.884057971,Male,0,4.022203045,35-44,Moderate,61-70 min,High (100-119 bpm)
57,54-59,16.72190869,Underweight,261.5219292,64,154,183,56,73.75555041,4.670034451,Male,0,4.365283413,55-64,Moderate,61-70 min,Very High (120+ bpm)
36,36-41,30.44982699,Obese,253.8100438,86,106,170,88,85.51566013,2.884205043,Female,1,4.905493505,35-44,Moderate,81-90 min,High (100-119 bpm)
52,48-53,34.80874965,Obese,281.756637,63,141,159,88,83.32992639,3.201779966,Female,1,4.805090069,45-54,Moderate,61-70 min,Very High (120+ bpm)
20,18-23,41.53330285,Obese,307.8706668,88,108,162,109,99.22467306,2.82450153,Female,1,5.535228033,15-24,Moderate,81-90 min,High (100-119 bpm)
31,30-35,42.7186125,Obese,185.5470537,97,118,153,100,114.46,1.855470537,Male,0,6.235075021,25-34,High,91-100 min,High (100-119 bpm)
44,42-47,22.16066482,Normal,393.0,18,119,190,80,19.15863043,4.9125,Female,1,1.857330013,35-44,Very Low,11-20 min,High (100-119 bpm)
55,54-59,22.48132907,Normal,687.0,69,153,162,59,81.08985566,11.6440678,Female,1,4.70219062,55-64,Moderate,61-70 min,Very High (120+ bpm)
39,36-41,28.92622352,Overweight,395.0,115,82,185,99,93.82731532,3.98989899,Male,0,5.287296067,35-44,Moderate,111-120 min,Moderate (80-99 bpm)
42,42-47,27.44059917,Overweight,269.0,112,150,176,85,154.8883469,3.164705882,Male,0,8.092183629,35-44,Very High,111-120 min,Very High (120+ bpm)
24,24-29,42.7186125,Obese,256.558889,68,98,153,100,66.64,2.56558889,Male,0,4.038424886,15-24,Moderate,61-70 min,Moderate (80-99 bpm)
49,48-53,21.77755334,Normal,644.0,110,132,178,69,120.6121785,9.333333333,Male,0,6.517680285,45-54,High,101-110 min,Very High (120+ bpm)
49,48-53,25.68956193,Overweight,924.0,79,136,172,76,93.6640205,12.15789474,Female,1,5.279794988,45-54,Moderate,71-80 min,Very High (120+ bpm)
51,48-53,23.70584143,Normal,360.0,12,161,197,92,18.53109301,3.913043478,Male,0,1.828503577,45-54,Very Low,11-20 min,Very High (120+ bpm)
56,54-59,25.10239133,Overweight,929.0,96,107,174,76,89.5492199,12.22368421,Female,1,5.090778315,55-64,Moderate,91-100 min,High (100-119 bpm)
46,42-47,32.4905482,Obese,347.2707819,64,125,184,110,83.90470785,3.157007108,Male,0,4.831493118,45-54,Moderate,61-70 min,Very High (120+ bpm)
30,30-35,34.03014098,Obese,340.8568097,71,122,187,119,94.49126434,2.864342939,Female,1,5.317795099,25-34,Moderate,71-80 min,Very High (120+ bpm)
51,48-53,15.20265918,Underweight,121.1417672,59,103,197,59,46.67832271,2.053250292,Female,1,3.121469196,45-54,Low,51-60 min,High (100-119 bpm)
